,cellid,modelname,state_sig,state_chan,MI,isolation,r,r_se,d,g,sp,state_chan_alt,d_amplitude,d_base,d_kappa,g_amplitude,g_base,g_kappa
1087,ley027g-a1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,ACTIVE_2,-0.12826634950695684,99.0,0.8638410883889158,0.006970097033331717,3.355319741865815,-8.8353772882497,0.0,ACTIVE_2,6.629661761372596,1.0727982620008292,-1.192546983941564,5.229679814973553,0.8440543734990615,-1.5638352384117664
1088,ley027g-a1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,PASSIVE_2,-0.096271622010212,99.0,0.8638410883889158,0.006970097033331717,-1.6429192152586372,-3.570057984980621,0.0,PASSIVE_2,6.629661761372596,1.0727982620008292,-1.192546983941564,5.229679814973553,0.8440543734990615,-1.5638352384117664
1089,ley046g-36-1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,baseline,,85.0,0.49518633653729005,0.02743433438166118,-134.3112450831341,-137.27237364183054,0.0,baseline,273.86831737252504,2.5581734441629456,-3.9293968240126818,30.89930252286856,-9.489003223355946,-6.052844084237302
1090,ley046g-36-1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,pupil,0.018182978918832516,85.0,0.49518633653729005,0.02743433438166118,5.423316072581088,40.49210006244925,0.0,pupil,273.86831737252504,2.5581734441629456,-3.9293968240126818,30.89930252286856,-9.489003223355946,-6.052844084237302
1091,ley046g-36-1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,ACTIVE_1,0.12601940297881345,85.0,0.49518633653729005,0.02743433438166118,23.719041954799486,65.82186239231167,0.0,ACTIVE_1,273.86831737252504,2.5581734441629456,-3.9293968240126818,30.89930252286856,-9.489003223355946,-6.052844084237302
1092,ley046g-36-1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,PASSIVE_1,0.12665498942523004,85.0,0.49518633653729005,0.02743433438166118,28.428362990484707,57.40088183369953,0.0,PASSIVE_1,273.86831737252504,2.5581734441629456,-3.9293968240126818,30.89930252286856,-9.489003223355946,-6.052844084237302
1093,ley046g-36-1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,PASSIVE_2,0.11808030334636951,85.0,0.49518633653729005,0.02743433438166118,43.04692365479535,185.82652881075904,0.0,PASSIVE_2,273.86831737252504,2.5581734441629456,-3.9293968240126818,30.89930252286856,-9.489003223355946,-6.052844084237302
1094,ley046g-36-1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,ACTIVE_2,-0.057146407596237674,85.0,0.49518633653729005,0.02743433438166118,-69.3048808063866,-56.24229413453153,0.0,ACTIVE_2,273.86831737252504,2.5581734441629456,-3.9293968240126818,30.89930252286856,-9.489003223355946,-6.052844084237302
1095,ley046g-36-1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,PASSIVE_3,0.13564233875842652,85.0,0.49518633653729005,0.02743433438166118,30.699394673691536,76.24920928261837,0.0,PASSIVE_3,273.86831737252504,2.5581734441629456,-3.9293968240126818,30.89930252286856,-9.489003223355946,-6.052844084237302
1096,ley034g-a1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,baseline,,90.0,0.9655147298426255,0.003485407029547781,-1.3807916532653899,0.7469389621404953,0.0,baseline,0.45397308797729163,0.6895421702492487,1.8814993503340058,0.9717504142558756,0.3345559593325448,-0.7555150911051582
