,cellid,modelname,state_sig,state_chan,MI,isolation,r,r_se,d,g,sp,state_chan_alt,d_amplitude,d_base,d_kappa,d_offset,dc_mod,g_amplitude,g_base,g_kappa,g_offset,gain_mod
3484,AMT020a-43-1,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,baseline,0.0,85.0,[0.83444176],[0.00965733],,,,baseline,0.043720101402641126,0.06490016233775939,-0.0020925763263260487,0.0020171540606978887,0.0,0.993398081313954,0.009648678279528485,-0.017710600485764935,0.011118079001866375,0.0
3485,AMT020a-43-1,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,pupil,0.15806376115692922,85.0,[0.83444176],[0.00965733],,,,pupil,0.5712422572795914,0.06489920209514224,0.41273046276482894,-1.9526067927466417,0.2181498012097103,0.6070065192826466,0.00964867706333709,0.6301481151300078,-1.1449735692095442,0.3220446505990963
3486,AMT020a-43-1,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,ACTIVE_1,0.09108615843967324,85.0,[0.83444176],[0.00965733],,,,ACTIVE_1,0.01259025728072818,0.06490097759209594,-0.059470378657008924,-0.021378197472203465,0.13940132026193222,-0.21313197152146607,0.009649018549908614,-0.11561948379978562,-0.016492963878116742,0.2131320123353309
3487,AMT020a-43-1,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,ACTIVE_1Xpup,0.10909624857404333,85.0,[0.83444176],[0.00965733],,,,ACTIVE_1Xpup,-0.016918345304153027,0.0648986854387759,-0.05906115618404144,-0.07496534429230334,0.14672755493250328,0.09318891815925953,0.009648763045913337,0.01367000351435888,0.11404454603868834,0.22647255395887153
3488,AMT020a-27-2,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,baseline,0.0,95.0,[0.8247029],[0.01054443],,,,baseline,2.325606418932913,3.357880864604483,-0.15453279336361841,0.1567415606741923,0.0,0.9183686979245003,0.0048376916427755575,-0.13693227323167587,0.09422338153810603,0.0
3489,AMT020a-27-2,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,pupil,0.10021186317252723,95.0,[0.8247029],[0.01054443],,,,pupil,-38.329295827100495,3.35788071120711,-5.10879062430218,-13.29482433326432,-0.0795795398283844,62.73165303892644,0.004832705541977364,-1.794389464204079,9.64199895716964,0.4967783476394478
3490,AMT020a-27-2,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,ACTIVE_1,0.0867437706134376,95.0,[0.8247029],[0.01054443],,,,ACTIVE_1,-0.0588030323056985,3.3578889373630156,-0.9544715510637264,-0.30222635956188526,-0.05961235459706486,0.2805023027707776,0.004821559651877498,-1.3976363492517894,-0.7449209040783982,0.4122274192724799
3491,AMT020a-27-2,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,ACTIVE_1Xpup,0.11273614377800939,95.0,[0.8247029],[0.01054443],,,,ACTIVE_1Xpup,0.002496989807043268,3.3578909303783027,-0.16853989961718993,-0.29646258074297943,-0.06692488982526619,-0.6925810242896671,0.004802548175567962,-2.1687051265684696,-0.6468089810510583,0.4782305776690552
3492,AMT022c-11-1,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,baseline,0.0,77.51,[0.74278753],[0.0128829],,,,baseline,0.061928955018208796,0.08944344338372191,0.00488737279127086,-0.004900888854037114,0.0,0.9481391293229426,-0.0538939154634633,-0.03703557551247904,0.029684399436841646,0.0
3493,AMT022c-11-1,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,pupil,0.43759756014101,77.51,[0.74278753],[0.0128829],,,,pupil,1.9086797598328598,0.08944270993835969,0.23184961367648596,-0.4103008162954437,1.2050741105714187,1.6695378395202822,-0.05389377137754968,0.32130565131506506,-0.19446107033668564,1.0032243637737481
3494,AMT022c-11-1,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,ACTIVE_1,0.20621644345483067,77.51,[0.74278753],[0.0128829],,,,ACTIVE_1,-0.048728446450346664,0.08944304001069507,-0.002624497719273509,-0.009655843614377619,0.6629980658199812,-0.1860772028624986,-0.05389408314288012,0.002190171548781478,0.020486739501882987,0.5565813082510845
3495,AMT022c-11-1,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,ACTIVE_2,0.21955070177852568,77.51,[0.74278753],[0.0128829],,,,ACTIVE_2,0.054771922341474696,0.08944300824326606,-0.004241529571365551,-0.009605870234951679,0.7249317045405568,0.14552539243405688,-0.05389391999378971,-0.0016795511920511767,0.014626358273607662,0.6073089474216302
3496,AMT022c-11-1,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,ACTIVE_1Xpup,0.2277826633093845,77.51,[0.74278753],[0.0128829],,,,ACTIVE_1Xpup,0.041437564709020186,0.08944306829725011,-0.010502426115034037,-0.007642962579276287,0.7566198229532618,0.030300569213263955,-0.053894153251465585,-0.0018263696661592068,0.013063860679132556,0.6426592758339368
3497,AMT022c-11-1,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,ACTIVE_2Xpup,0.22770565879286164,77.51,[0.74278753],[0.0128829],,,,ACTIVE_2Xpup,-0.04815598583437763,0.08944319388918792,-0.001595716379357495,-0.015647903995216535,0.7548352075759339,-0.1478676137849087,-0.0538940464467059,0.009703103851016578,0.016468427898984707,0.6389252083153364
3498,AMT020a-60-1,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,baseline,0.0,95.0,[0.77698112],[0.0152241],,,,baseline,-0.04159043045237971,0.006140516233122914,-0.13441162309545424,0.13428319614570045,0.0,0.7962660158610676,-0.13095017244796642,-0.21896471370112192,0.1641299618700724,0.0
3499,AMT020a-60-1,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,pupil,0.370756223927038,95.0,[0.77698112],[0.0152241],,,,pupil,49.73255515397865,0.0061419671168840995,-0.9277624783636753,5.012633003351984,0.07579861992562023,4.631372533178413,-0.1309625154327742,-0.7764986147838836,1.6327910119076035,0.5777660019735034
3500,AMT020a-60-1,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,ACTIVE_1,0.2883372995422859,95.0,[0.77698112],[0.0152241],,,,ACTIVE_1,-0.017475357499104283,0.0061363728022974535,-0.4828811352855242,-0.6611408115320229,0.08887539870782074,0.30694585861751633,-0.1309518632279642,-0.7053346467465811,-0.3131521736634668,0.44449706916037923
3501,AMT020a-60-1,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,ACTIVE_1Xpup,0.3433529591241829,95.0,[0.77698112],[0.0152241],,,,ACTIVE_1Xpup,0.18585822760439727,0.006142990349966104,-1.2860953849379764,0.7150651531844486,0.11406941153163457,1.6790742571936292,-0.13095081628427632,-1.2899002697547508,3.309875409586663,0.5013065661884376
