,cellid,state_chan_alt,tar_freq
0,BRT037b-28-1,ACTIVE_2,8500.0
0,BRT037b-30-1,ACTIVE_0,8500.0
0,BRT037b-30-1,ACTIVE_1,8500.0
0,BRT037b-30-1,ACTIVE_2,8500.0
0,BRT037b-33-1,ACTIVE_0,8500.0
0,BRT037b-33-1,ACTIVE_1,8500.0
0,BRT037b-33-1,ACTIVE_2,8500.0
0,BRT037b-36-1,ACTIVE_1,8500.0
0,BRT037b-36-1,ACTIVE_2,8500.0
0,BRT037b-36-2,ACTIVE_0,8500.0
0,BRT037b-36-2,ACTIVE_1,8500.0
0,BRT037b-36-2,ACTIVE_2,8500.0
0,BRT037b-43-1,ACTIVE_0,8500.0
0,BRT037b-43-1,ACTIVE_1,8500.0
0,BRT037b-43-1,ACTIVE_2,8500.0
0,BRT037b-48-1,ACTIVE_0,8500.0
0,BRT037b-48-1,ACTIVE_1,8500.0
0,BRT037b-51-1,ACTIVE_0,8500.0
0,BRT037b-51-1,ACTIVE_1,8500.0
0,BRT037b-63-1,ACTIVE_0,8500.0
0,BRT037b-63-1,ACTIVE_1,8500.0
0,BRT037b-63-1,ACTIVE_2,8500.0
0,BRT039c-03-1,ACTIVE_0,5000.0
0,BRT039c-03-1,ACTIVE_1,5000.0
0,BRT039c-03-1,ACTIVE_2,5000.0
0,BRT039c-24-1,ACTIVE_0,5000.0
0,BRT039c-24-1,ACTIVE_1,5000.0
0,BRT039c-24-1,ACTIVE_2,5000.0
0,BRT039c-25-1,ACTIVE_0,5000.0
0,BRT039c-25-1,ACTIVE_1,5000.0
0,BRT039c-25-1,ACTIVE_2,5000.0
0,BRT039c-40-1,ACTIVE_0,5000.0
0,BRT039c-40-1,ACTIVE_1,5000.0
0,BRT039c-40-1,ACTIVE_2,5000.0
0,BRT039c-45-1,ACTIVE_0,5000.0
0,BRT039c-45-1,ACTIVE_1,5000.0
0,BRT039c-45-1,ACTIVE_2,5000.0
0,TAR010c-01-1,ACTIVE_1,500.0
0,TAR010c-01-1,ACTIVE_2,500.0
0,TAR010c-06-1,ACTIVE_1,500.0
0,TAR010c-06-1,ACTIVE_2,500.0
0,TAR010c-07-1,ACTIVE_0,500.0
0,TAR010c-07-1,ACTIVE_1,500.0
0,TAR010c-09-1,ACTIVE_0,500.0
0,TAR010c-09-1,ACTIVE_1,500.0
0,TAR010c-12-1,ACTIVE_0,500.0
0,TAR010c-12-1,ACTIVE_1,500.0
0,TAR010c-14-1,ACTIVE_0,500.0
0,TAR010c-14-1,ACTIVE_1,500.0
0,TAR010c-15-1,ACTIVE_0,500.0
0,TAR010c-15-1,ACTIVE_1,500.0
0,TAR010c-15-2,ACTIVE_0,500.0
0,TAR010c-15-2,ACTIVE_1,500.0
0,TAR010c-18-1,ACTIVE_0,500.0
0,TAR010c-18-1,ACTIVE_1,500.0
0,TAR010c-19-1,ACTIVE_1,500.0
0,TAR010c-19-1,ACTIVE_2,500.0
0,TAR010c-19-2,ACTIVE_0,500.0
0,TAR010c-19-2,ACTIVE_1,500.0
0,TAR010c-21-1,ACTIVE_0,500.0
0,TAR010c-21-1,ACTIVE_1,500.0
0,TAR010c-21-2,ACTIVE_0,500.0
0,TAR010c-21-2,ACTIVE_1,500.0
0,TAR010c-22-1,ACTIVE_0,500.0
0,TAR010c-22-1,ACTIVE_1,500.0
0,TAR010c-24-1,ACTIVE_0,500.0
0,TAR010c-24-1,ACTIVE_1,500.0
0,TAR010c-27-1,ACTIVE_1,500.0
0,TAR010c-27-1,ACTIVE_2,500.0
0,TAR010c-27-2,ACTIVE_1,500.0
0,TAR010c-27-2,ACTIVE_2,500.0
0,TAR010c-30-1,ACTIVE_1,500.0
0,TAR010c-30-1,ACTIVE_2,500.0
0,TAR010c-33-1,ACTIVE_1,500.0
0,TAR010c-33-1,ACTIVE_2,500.0
0,TAR010c-33-2,ACTIVE_0,500.0
0,TAR010c-33-2,ACTIVE_1,500.0
0,TAR010c-35-1,ACTIVE_0,500.0
0,TAR010c-35-1,ACTIVE_1,500.0
0,TAR010c-38-1,ACTIVE_0,500.0
0,TAR010c-38-1,ACTIVE_1,500.0
0,TAR010c-43-1,ACTIVE_0,500.0
0,TAR010c-43-1,ACTIVE_1,500.0
0,TAR010c-44-1,ACTIVE_0,500.0
0,TAR010c-44-1,ACTIVE_1,500.0
0,TAR010c-52-1,ACTIVE_0,500.0
0,TAR010c-52-1,ACTIVE_1,500.0
0,TAR010c-54-1,ACTIVE_0,500.0
0,TAR010c-54-1,ACTIVE_1,500.0
0,TAR010c-58-1,ACTIVE_1,500.0
0,TAR010c-58-1,ACTIVE_2,500.0
0,TAR010c-60-1,ACTIVE_0,500.0
0,TAR010c-60-1,ACTIVE_1,500.0
