,cellid,modelname,state_sig,state_chan,MI,r,r_se,d,g,state_chan_alt
92,btn104e-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.9057009269114376,0.004693952925460288,0.19258619948411196,0.9951340043552349,baseline
93,btn104e-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.0007253447610428291,0.9057009269114376,0.004693952925460288,-0.01086532969293671,0.007701259126570152,ACTIVE_1
94,btn097a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.6236475166209187,0.0193769319447744,0.658066969889788,1.007672382458963,baseline
95,btn097a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.00023876061951029568,0.6236475166209187,0.0193769319447744,0.006497773714380898,-0.012089723392583011,ACTIVE_1
96,btn088b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.6568733382683094,0.011956458518018402,1.2583636719908928,1.0117447797109869,baseline
97,btn088b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,7.09920282378764e-05,0.6568733382683094,0.011956458518018402,-0.008511071155138036,-0.020471104908931028,ACTIVE_1
98,btn086c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.9458532921973444,0.0039001107078486643,0.5371557642151116,1.000600837400356,baseline
99,btn086c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.0001591475363341085,0.9458532921973444,0.0039001107078486643,-0.0030000843512684454,-0.0008783260394495511,ACTIVE_1
100,btn079e-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.9117339546750071,0.007960862269244702,0.08782889682785958,0.999641351003677,baseline
101,btn079e-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.0035572131175054984,0.9117339546750071,0.007960862269244702,-0.0033132562098437137,0.0005615294232716664,ACTIVE_1
102,btn077a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.6217407470529571,0.018990280500014278,0.544429083847239,0.9783897623192768,baseline
103,btn077a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.00013477987527649277,0.6217407470529571,0.018990280500014278,-0.0015129289254957913,0.031495719100730256,ACTIVE_1
104,btn075a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.5562034176681026,0.02194607464777384,1.604347913997539,0.9738907131207117,baseline
105,btn075a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.0008629605045055042,0.5562034176681026,0.02194607464777384,-0.004466950091935696,0.0396260355675935,ACTIVE_1
106,btn074e-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.9677149813151533,0.003611713112468973,0.6142658366158449,0.9925808618695809,baseline
107,btn074e-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_0,0.00013259850911173348,0.9677149813151533,0.003611713112468973,-0.01107201278922611,0.009856305021545206,ACTIVE_0
108,btn073c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.5896928625030763,0.023139461400631223,1.3240545775399604,0.965747172537867,baseline
109,btn073c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.0006865411698832211,0.5896928625030763,0.023139461400631223,-0.036184155823115974,0.04272201885123263,ACTIVE_1
110,btn073b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.4898313547571581,0.026832955396283154,0.44042924843270226,1.0342490222611413,baseline
111,btn073b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,7.90305564877477e-05,0.4898313547571581,0.026832955396283154,0.003025953404075936,-0.04379629572501013,ACTIVE_1
112,btn073a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.8252516068389353,0.005773339150879437,0.98887435396225,1.0047552769836092,baseline
113,btn073a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,2.0829360009386228e-05,0.8252516068389353,0.005773339150879437,0.01588221802834041,-0.005979911958004945,ACTIVE_1
114,btn072d-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.8510699411713295,0.00876444562748624,2.341779284145355,0.9903446399172744,baseline
115,btn072d-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,5.4968727418887135e-05,0.8510699411713295,0.00876444562748624,0.01895460465116364,0.013795718683491892,ACTIVE_1
116,btn071c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.44719425318350614,0.02915237819350638,1.4263731622689497,1.0733229600391971,baseline
117,btn071c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_0,0.0003601870159671972,0.44719425318350614,0.02915237819350638,-0.006674768645218913,-0.09945065081623805,ACTIVE_0
118,btn070a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.3945544752249251,0.022434142289151346,0.755155296923275,1.0126303214499712,baseline
119,btn070a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.00021496225850784959,0.3945544752249251,0.022434142289151346,-0.01304357727672376,-0.018316008578584873,ACTIVE_1
